ID,乡镇级,Rural
16875,九龙街道,1
16876,下庄镇,1
16877,青溪镇,1
16878,江陵镇,1
16879,火烧店镇,1
16880,台岭乡,0
16881,和兴镇,1
16882,海子沿乡,0
16883,硗碛乡,0
16884,肖家镇,1
16885,香山乡,0
16886,幼平乡,0
16887,长塘瑶族乡,0
16888,周陂镇,1
16889,庙溪乡,0
16890,茶坝乡,0
16891,甘岸街道办事处,1
16892,台城街道办事处,1
16893,白山乡,0
16894,牛寨乡,0
16895,化龙镇,1
16896,恭门镇,1
16897,大同乡,0
16898,高排乡,0
16899,李家户镇,1
16900,小湘镇,1
16901,施桥镇,1
16902,万年镇,1
16903,东门街道,1
16904,马莲乡,0
16905,影山镇,1
16906,正村镇,1
16907,阳隅乡,0
16908,古达苗族彝族乡,0
16909,峰尾镇,1
16910,武关镇,1
16911,石林镇,1
16912,湖云乡,0
16913,斜桥镇,1
16914,亚尔堂乡,0
16915,金厂镇,1
16916,城北街道办,1
16917,宛平城地区办事处,1
16918,山北乡,0
16919,团结镇,1
16920,肖营子镇,1
16921,八弓镇,1
16922,洛龙镇,1
16923,干河街道办事处,1
16924,吕艺镇,1
16925,留智庙镇,1
16926,巴音布鲁克镇,1
16927,飞竹镇,1
16928,黄榆乡,0
16929,渭沱镇,1
16930,探沂镇,1
16931,尚店镇,1
16932,信城街道办事处,1
16933,龙台镇,1
16934,三元镇,1
16935,凤阳镇,1
16936,长白镇,1
16937,沙镇溪镇,1
16938,马涧镇,1
16939,敖润苏莫苏木,0
16940,庆远镇,1
16941,那社乡,0
16942,陇把镇,1
16943,花水湾镇,1
16944,常庄镇,1
16945,果松镇,1
16946,肖桥头镇,1
16947,吾库萨克镇,1
16948,巴什兰干乡,0
16949,高洲乡,0
16950,三里坪街道办事处,1
16951,井沟乡,0
16952,汪家寨镇,1
16953,官清乡,0
16954,王辛庄镇,1
16955,西山北乡,0
16956,安宏乡,0
16957,坝芒布依族乡,0
16958,彭家湾乡,0
16959,黎母山镇,1
16960,兴隆镇,1
16961,东里镇,1
16962,公平镇,1
16963,太龙镇,1
16964,查干花镇,1
16965,沙河镇,1
16966,洪蓝街道,1
16967,仁兴镇,1
16968,赵桥乡,0
16969,别拉洪乡,0
16970,恰库尔图镇,1
16971,城厢镇,1
16972,西池乡,0
16973,西土山乡,0
16974,会发镇,1
16975,塔卧镇,1
16976,西仓镇,1
16977,特木里镇,1
16978,山头镇,1
16979,施庵镇,1
16980,明江镇,1
16981,黄沙岗镇,1
16982,陈旗宝日希勒镇,1
16983,马坪镇,1
16984,乾塘镇,1
16985,塔尔塔吉克族乡,0
16986,碧城镇,1
16987,赊湾镇,1
16988,花岩溪镇,1
16989,芦湖街道办事处,1
16990,石洞镇,1
16991,上街基镇,1
16992,西天尾镇,1
16993,邓南街道办事处,1
16994,膳房堡乡,0
16995,宁中乡,0
16996,兴隆乡,0
16997,莲下镇,1
16998,腊山街道办事处,1
16999,甲高镇,1
17000,龙潭镇,1
17001,大街街道,1
17002,黄羊关藏族乡,0
17003,梅川镇,1
17004,通州镇,1
17005,黄沙坨镇,1
17006,丰州乡,0
17007,石坡乡,0
17008,枣林镇,1
17009,林西镇,1
17010,义亭镇,1
17011,霸州镇,1
17012,石岗镇,1
17013,翟家河乡,0
17014,王鲍镇,1
17015,红沿河镇,1
17016,古城子镇,1
17017,胡襄镇,1
17018,浩罕乡,0
17019,羊角镇,1
17020,刘家站乡,0
17021,东明镇,1
17022,桂山街道办事处,1
17023,塘山镇,1
17024,上圯乡,0
17025,邹圩镇,1
17026,宋家庄镇,1
17027,复平镇,1
17028,武阳镇,1
17029,石门乡,0
17030,云岩镇,1
17031,迷坝乡,0
17032,威远镇,1
17033,西向镇,1
17034,百丈镇,1
17035,枫湾镇,1
17036,留耕镇,1
17037,镇川镇,1
17038,错高乡,0
17039,贺营镇,1
17040,洞鹿乡,0
17041,鸠坑乡,0
17042,玛纳斯镇,1
17043,丰州镇,1
17044,石浦镇,1
17045,角杯乡,0
17046,八会镇,1
17047,崇仙乡,0
17048,郑路镇,1
17049,桐楼乡,0
17050,汨罗镇,1
17051,江茸乡,0
17052,茶棚乡,0
17053,晓景乡,0
17054,古埠镇,1
17055,三角乡,0
17056,芦岭镇,1
17057,银山镇,1
17058,远大镇,1
17059,黄坑镇,1
17060,长岭镇,1
17061,山口镇,1
17062,嵯岗镇,1
17063,高杰村镇,1
17064,开发区龙泉街道,1
17065,依其艾日克镇,1
17066,金龟镇,1
17067,龙山镇,1
17068,下关乡,0
17069,驯龙镇,1
17070,浮山镇,1
17071,朱日和镇,1
17072,松林店镇,1
17073,沙河店镇,1
17074,胡尔勒镇,1
17075,龙朋镇,1
17076,当洛乡,0
17077,永镇乡,0
17078,高寨子街道办事处,1
17079,东山街道办事处,1
17080,兑镇镇,1
17081,莲荷乡,0
17082,梅子镇,1
17083,恩察镇,1
17084,靖城镇,1
17085,克伯克圩孜乡,0
17086,新圩镇,1
17087,东鲁街道办事处,1
17088,田庄乡,0
17089,桃溪镇,1
17090,扎西镇,1
17091,南岸镇,1
17092,武家河镇,1
17093,梁集镇,1
17094,汤原镇,1
17095,西滩乡,0
17096,浪卡子镇,1
17097,公营子镇,1
17098,同古镇,1
17099,春湾镇,1
17100,谢鸡镇,1
17101,买巴乡,0
17102,六麻镇,1
17103,仁和镇,1
17104,新庄傈僳族傣族乡,0
17105,静升镇,1
17106,糜杆桥镇,1
17107,王岗镇,1
17108,老街基乡,0
17109,洒雨镇,1
17110,何家庄乡,0
17111,凼底乡,0
17112,黑孜苇乡,0
17113,千祥镇,1
17114,英武镇,1
17115,宏潭乡,0
17116,庆华镇,1
17117,热龙乡,0
17118,仁东镇,1
17119,青山镇,1
17120,张桥镇,1
17121,大疃镇,1
17122,岔上镇,1
17123,兴隆镇,1
17124,通江乡,0
17125,白勉峡镇,1
17126,大桥瑶族乡,0
17127,莒溪镇,1
17128,张华镇,1
17129,江口镇,1
17130,草窝滩镇,1
17131,中平镇,1
17132,汪岗镇,1
17133,博南镇,1
17134,新站乡,0
17135,平定营镇,1
17136,张坊镇,1
17137,水竹乡,0
17138,南泉乡,0
17139,起步镇,1
17140,恩城街道办事处,1
17141,风水梁镇,1
17142,白牙市镇,1
17143,茶庵乡,0
17144,雷打石镇,1
17145,方顺桥镇,1
17146,王奔镇,1
17147,加哈乌拉斯台乡,0
17148,太平镇,1
17149,耿城镇,1
17150,西王镇,1
17151,里当瑶族乡,0
17152,八大公山镇,1
17153,堽城镇,1
17154,南莫镇,1
17155,川姜镇,1
17156,东宝镇,1
17157,三唐乡,0
17158,松树乡,0
17159,于集镇,1
17160,罗家房镇,1
17161,安东乡,0
17162,逯家湾镇,1
17163,杨林镇,1
17164,五和镇,1
17165,阙店乡,0
17166,邓李乡,0
17167,陈家镇,1
17168,纸坊镇,1
17169,郝庄乡,0
17170,南河沟乡,0
17171,好力保镇,1
17172,西湖管理区,1
17173,吕蒙乡,0
17174,坝黄镇,1
17175,双庙镇,1
17176,马屿镇,1
17177,双龙镇,1
17178,新立镇,1
17179,潮河镇,1
17180,龙家圈街道办事处,1
17181,湖坊镇,1
17182,美水街道办事处,1
17183,安怀镇,1
17184,哑柏镇,1
17185,者海镇,1
17186,板栗树乡,0
17187,纸厂乡,0
17188,大营镇,1
17189,罗旧镇,1
17190,堡子镇,1
17191,阳江镇,1
17192,城阳街道办事处,1
17193,慈林镇,1
17194,大安镇,1
17195,天目湖镇,1
17196,耿湾乡,0
17197,奉母镇,1
17198,八所镇,1
17199,新民镇,1
17200,什集镇,1
17201,张沟镇,1
17202,大田镇,1
17203,桥头镇,1
17204,三官庙镇,1
17205,安棚镇,1
17206,刘佐乡,0
17207,玉许乡,0
17208,夏马勒乡,0
17209,程庄镇,1
17210,秀水镇,1
17211,城郊乡,0
17212,崔家庙镇,1
17213,荆溪镇,1
17214,四棵树乡,0
17215,所略乡,0
17216,勺米镇,1
17217,万善镇,1
17218,鸣凤镇,1
17219,沙峁镇,1
17220,洩湖镇,1
17221,苇子沟乡,0
17222,清水河镇,1
17223,寺头镇,1
17224,沙河子镇,1
17225,红墩界镇,1
17226,青龙街道办事处,1
17227,高新区米庄镇,1
17228,江口镇,1
17229,下洋镇,1
17230,依洛地坝镇,1
17231,洋河镇,1
17232,永乐镇,1
17233,炎陵县大院农场,0
17234,北岗乡,0
17235,石湾街道,1
17236,酒井哈尼族乡,0
17237,江源镇,1
17238,威舍镇,1
17239,龙兴镇,1
17240,大坪镇,1
17241,玉山镇,1
17242,白塔畈镇,1
17243,龙溪镇,1
17244,鸬鹚乡,0
17245,三河镇,1
17246,诚谏镇,1
17247,赵村镇,1
17248,腰铺镇,1
17249,麻绒乡,0
17250,太平镇,1
17251,滨海镇,1
17252,官渡镇,1
17253,细巷镇,1
17254,克日乡,0
17255,水西沟镇,1
17256,石界河镇,1
17257,复兴镇,1
17258,巨甸镇,1
17259,城关镇,1
17260,侯村镇,1
17261,万足镇,1
17262,蓼沿乡,0
17263,彭塔乡,0
17264,田畈街镇,1
17265,宏盘乡,0
17266,度佳镇,1
17267,木双镇,1
17268,蚶江镇,1
17269,西昌镇,1
17270,巴彦琥硕镇,1
17271,通元镇,1
17272,唐家镇,1
17273,近德固乡,0
17274,柏社乡,0
17275,谭山镇,1
17276,昆仑镇,1
17277,水南镇,1
17278,曹家镇,1
17279,茭道镇,1
17280,天星乡,0
17281,子陵镇,1
17282,大百尺镇,1
17283,渔亭镇,1
17284,大峃镇,1
17285,四队镇,1
17286,张寨镇,1
17287,溪丘湾乡,0
17288,火花镇,1
17289,攀莲镇,1
17290,虾峙镇,1
17291,王岗乡,0
17292,辛屯镇,1
17293,郝北镇,1
17294,古江巴格乡,0
17295,洛浦镇,1
17296,活龙坪乡,0
17297,蒲州镇,1
17298,龙湾镇,1
17299,魏僧寨镇,1
17300,滨北街道办事处,1
17301,平定乡,0
17302,管前镇,1
17303,曹江镇,1
17304,胡乐镇,1
17305,六塘镇,1
17306,关桥乡,0
17307,山围镇,1
17308,川兴镇,1
17309,复兴镇,1
17310,德荣马乡,0
17311,湖洋镇,1
17312,兰店乡,0
17313,陶庄镇,1
17314,麦市镇,1
17315,大张楼镇,1
17316,桑郎镇,1
17317,岭背镇,1
17318,北山镇,1
17319,张店镇,1
17320,加贵乡,0
17321,螅镇,1
17322,甘洛乡,0
17323,庙前镇,1
17324,洋港镇,1
17325,湘水镇,1
17326,解家沟镇,1
17327,八耳镇,1
17328,八湖镇,1
17329,岩滩镇,1
17330,金山街道,1
17331,莲花镇,1
17332,新原乡,0
17333,柏果镇,1
17334,大西江镇,1
17335,大新镇,1
17336,新佳木苏木,0
17337,三道镇,1
17338,王卜庄镇,1
17339,固河镇,1
17340,勐糯镇,1
17341,大村甸镇,1
17342,出江镇,1
17343,瑞林镇,1
17344,迎风桥镇,1
17345,砖路镇,1
17346,横石水镇,1
17347,鸡街乡,0
17348,龙河镇,1
17349,隆昌镇,1
17350,陈家铺乡,0
17351,纸房头乡,0
17352,鄢城街道办事处,1
17353,兴隆乡,0
17354,齐寿镇,1
17355,拐儿镇,1
17356,赤多乡,0
17357,望台镇,1
17358,巨陵镇,1
17359,口镇,1
17360,乌兰查布苏木,0
17361,杨和镇,1
17362,丰乐乡,0
17363,高桥镇,1
17364,螺田镇,1
17365,象明彝族乡,0
17366,水口山镇,1
17367,光明路街道办事处,1
17368,贵清山镇,1
17369,刘杜镇,1
17370,边临镇,1
17371,李庄乡,0
17372,十家子镇,1
17373,鸣音镇,1
17374,揭乐乡,0
17375,茂林镇,1
17376,义安镇,1
17377,泗顶镇,1
17378,三宝营乡,0
17379,段集镇,1
17380,临江铺镇,1
17381,苏家坨地区办事处,1
17382,阿克别里斗乡,0
17383,大吉山镇,1
17384,新镇镇,1
17385,湖西畲族乡,0
17386,苏家垱乡,0
17387,河店镇,1
17388,城庄镇,1
17389,曼日玛镇,1
17390,滩溪镇,1
17391,南指挥镇,1
17392,三交镇,1
17393,健跳镇,1
17394,银城街道办事处,1
17395,铁边城镇,1
17396,新登镇,1
17397,拉普乡,0
17398,忠良乡,0
17399,练村镇,1
17400,久仰镇,1
17401,白路镇,1
17402,白厂门镇,1
17403,畲江镇,1
17404,东关乡,0
17405,保合镇,1
17406,黄石镇,1
17407,乌衣镇,1
17408,黑山头镇,1
17409,平原镇,1
17410,勐董镇,1
17411,义井镇,1
17412,罗卜田乡,0
17413,柳河镇,1
17414,横水镇,1
17415,大朝山西镇,1
17416,永宁街道,1
17417,足别瑶族苗族乡,0
17418,石榴镇,1
17419,帕江乡,0
17420,龙华镇,1
17421,新店子镇,1
17422,夏造镇,1
17423,落水镇,1
17424,杭桂镇,1
17425,瓜沥镇,1
17426,迪沟镇,1
17427,杨屯镇,1
17428,四皓街道办事处,1
17429,曙光镇,1
17430,荒地镇,1
17431,博斯坦乡,0
17432,陆溪镇,1
17433,草堰镇,1
17434,大凌河街道,1
17435,一六镇,1
17436,乌镇,1
17437,陆坊乡,0
17438,柴集镇,1
17439,正村镇,1
17440,芦头镇,1
17441,马集乡,0
17442,宗加镇,1
17443,姚王镇,1
17444,共和镇,1
17445,谢家滩镇,1
17446,岩东乡,0
17447,长丰土家族乡,0
17448,高峰头镇,1
17449,苍城镇,1
17450,长寿镇,1
17451,沙岗镇,1
17452,黄坑镇,1
17453,潘店镇,1
17454,东升街道,1
17455,大李庄乡,0
17456,城关镇,1
17457,横岭瑶族乡,0
17458,西八里镇,1
17459,翁达镇,1
17460,大庄镇,1
17461,王营子乡,0
17462,孙家堡子街道办事处,1
17463,砖窑湾镇,1
17464,宝东镇,1
17465,三道湾镇,1
17466,仁堆乡,0
17467,清江镇,1
17468,镇头镇,1
17469,城关街道,1
17470,水东江街道,1
17471,月山乡,0
17472,城关乡,0
17473,王家砭镇,1
17474,万家岭镇,1
17475,九都镇,1
17476,新安镇,1
17477,苗家坪镇,1
17478,平河乡,0
17479,朱官寨镇,1
17480,夏云镇,1
17481,者竜乡,0
17482,建城镇,1
17483,导墅镇,1
17484,桑涧镇,1
17485,马颈坳镇,1
17486,彭楼镇,1
17487,石角镇,1
17488,紫帽镇,1
17489,中华路办事处,1
17490,小溪镇,1
17491,罗城乡,0
17492,新街镇,1
17493,朱砂镇,1
17494,李旗庄镇,1
17495,大溪乡,0
17496,赤水镇,1
17497,罗水乡,0
17498,石板镇,1
17499,黎阳镇,1
17500,三条岘乡,0
17501,儒岙镇,1
17502,昌五镇,1
17503,方巷镇,1
17504,永宁镇,1
17505,一肯中乡,0
17506,石湖沟乡,0
17507,石卡镇,1
17508,牛毛坞镇,1
17509,廖家桥镇,1
17510,北武当镇,1
17511,前郭尔罗斯镇,1
17512,黑里寨镇,1
17513,陈曹乡,0
17514,下栅乡,0
17515,龙门镇,1
17516,铁提乡,0
17517,河下镇,1
17518,王井镇,1
17519,流马镇,1
17520,西新镇,1
17521,原兴街道办事处,1
17522,金兰镇,1
17523,宽田乡,0
17524,五印乡,0
17525,石亭子镇,1
17526,遥田镇,1
17527,五境乡,0
17528,凉水镇,1
17529,璪都镇,1
17530,武垄镇,1
17531,固玛镇,1
17532,三岔河镇,1
17533,大堡子镇,1
17534,禄市镇,1
17535,高陇镇,1
17536,上固乡,0
17537,高塘镇,1
17538,大泉湾乡,0
17539,蒿子港镇,1
17540,永昌镇,1
17541,南宝镇,1
17542,南阳镇,1
17543,甫田乡,0
17544,鸡场坪镇,1
17545,新城街道办事处,1
17546,红河镇,1
17547,南开乡,0
17548,中枢镇,1
17549,长堡镇,1
17550,董家街道办事处,1
17551,荷尧镇,1
17552,嵩口镇,1
17553,赤泥洼乡,0
17554,琯头镇,1
17555,利民镇,1
17556,西来桥镇,1
17557,北岭镇,1
17558,榆林子镇,1
17559,榆树屯镇,1
17560,云锦镇,1
17561,罗店镇,1
17562,下蜀镇,1
17563,瓦塘镇,1
17564,栏杆堡镇,1
17565,联合乡,0
17566,红城镇,1
17567,南杨庄乡,0
17568,盐源镇,1
17569,江背镇,1
17570,前岐镇,1
17571,印台街道办事处,1
17572,涪洋镇,1
17573,新路湾镇,1
17574,七江镇,1
17575,谯楼街道办事处,1
17576,沙坪镇,1
17577,两河口镇,1
17578,演武街道,1
17579,谷坪乡,0
17580,杜家庄乡,0
17581,象洞镇,1
17582,南大膳镇,1
17583,承旭街道办事处,1
17584,新安镇,1
17585,姚寨镇,1
17586,归朝镇,1
17587,大柳乡,0
17588,侯堡镇,1
17589,章党镇,1
17590,铜普镇,1
17591,玻璃山镇,1
17592,流长苗族乡,0
17593,济阳乡,0
17594,三滩镇,1
17595,木厂口镇,1
17596,三合镇,1
17597,哈加乡,0
17598,通胜街道办事处,1
17599,北头营乡,0
17600,达浪乡,0
17601,广福镇,1
17602,石口镇,1
17603,雷平镇,1
17604,同弓乡,0
17605,麒麟镇,1
17606,甘棠乡,0
17607,石塘镇,1
17608,乌赞镇,1
17609,那尔轰镇,1
17610,南溪乡,0
17611,金秀镇,1
17612,古城镇,1
17613,岩镇镇,1
17614,湖田镇,1
17615,汪洋镇,1
17616,南田镇,1
17617,盘龙彝族乡,0
17618,清河镇,1
17619,广福镇,1
17620,红河乡,0
17621,招贤镇,1
17622,河南街道办事处,1
17623,唐集镇,1
17624,西干沟乡,0
17625,庙沟镇,1
17626,柳河镇,1
17627,华藏寺镇,1
17628,南溪镇,1
17629,芳庄乡,0
17630,羊二庄回族乡,0
17631,大堡蒙古族乡,0
17632,紫蓬镇,1
17633,赛里木镇,1
17634,银城街道办事处,1
17635,湖阳镇,1
17636,叠溪镇,1
17637,邢庄镇,1
17638,巴彦港镇,1
17639,夏张镇,1
17640,万镇,1
17641,珠河街道办事处,1
17642,野川镇,1
17643,马村镇,1
17644,古楼乡,0
17645,凉水朝鲜族乡,0
17646,普松乡,0
17647,大塘镇,1
17648,鹤市镇,1
17649,北宽坪镇,1
17650,稔山镇,1
17651,大平山镇,1
17652,落雁乡,0
17653,坚木克尔街道办事处,1
17654,莲塘镇,1
17655,双龙湾镇,1
17656,和平镇,1
17657,桃花镇,1
17658,礼乐街道办事处,1
17659,新丰街道办事处,1
17660,大西湾乡,0
17661,十都镇,1
17662,通挽镇,1
17663,杨柳镇,1
17664,院东头镇,1
17665,西潞街道办事处,1
17666,城关镇,1
17667,五灵乡,0
17668,彭市镇,1
17669,燕西街道,1
17670,蜂桶乡,0
17671,通化乡,0
17672,六都镇,1
17673,小关镇,1
17674,龙灯乡,0
17675,汪甸瑶族乡,0
17676,大德恒办事处,1
17677,龙潭河镇,1
17678,环城镇,1
17679,八家乡,0
17680,马底驿乡,0
17681,碧波镇,1
17682,太源畲族乡,0
17683,景信乡,0
17684,九所镇,1
17685,珍宝岛乡,0
17686,东塍镇,1
17687,隆兴镇,1
17688,曲松镇,1
17689,水市镇,1
17690,能仁乡,0
17691,卧龙镇,1
17692,关津乡,0
17693,自良镇,1
17694,大化坪镇,1
17695,绿水镇,1
17696,公白镇,1
17697,盐鸿镇,1
17698,五井镇,1
17699,嘉黎镇,1
17700,岩山镇,1
17701,沙坝河乡,0
17702,谷熟镇,1
17703,王母渡镇,1
17704,杨家圪台镇,1
17705,合河口乡,0
17706,川城镇,1
17707,海洋乡,0
17708,固城店镇,1
17709,长乐乡,0
17710,罗泉镇,1
17711,龙镇,1
17712,中山镇,1
17713,郭家街道,1
17714,石婆固镇,1
17715,栎城乡,0
17716,文峰乡,0
17717,金沙乡,0
17718,八岔乡,0
17719,江塘乡,0
17720,平安乡,0
17721,龙田镇,1
17722,吉布胡郎图苏木,0
17723,青固集镇,1
17724,孙岗乡,0
17725,永兴镇,1
17726,库尔勒市西尼尔镇,1
17727,里砦镇,1
17728,古城乡,0
17729,俄牙同乡,0
17730,孙店镇,1
17731,知钦乡,0
17732,双泉镇,1
17733,二道桥乡,0
17734,安居镇,1
17735,南山傈僳族乡,0
17736,南门镇,1
17737,桐峪镇,1
17738,柳林乡,0
17739,绒盖乡,0
17740,勐满镇,1
17741,黄龙乡,0
17742,大杨集镇,1
17743,大河镇,1
17744,城关镇,1
17745,上庄镇,1
17746,孝泉镇,1
17747,夏官营镇,1
17748,平乐镇,1
17749,城南街道办事处,1
17750,垂杨镇,1
17751,金岩土家族乡,0
17752,波斯喀木乡,0
17753,包公镇,1
17754,塔什米里克乡,0
17755,白马镇,1
17756,巴彦花镇,1
17757,东港镇,1
17758,华佗镇,1
17759,三架街道,1
17760,潭西镇,1
17761,洪山镇,1
17762,三驱镇,1
17763,城西镇,1
17764,巡店镇,1
17765,漭水镇,1
17766,泗渡镇,1
17767,新现镇,1
17768,太平岭满族乡,0
17769,旧堡羌族乡,0
17770,穆家镇,1
17771,白嘎乡,0
17772,大安乡,0
17773,土沟乡,0
17774,石桥镇,1
17775,大德镇,1
17776,觅儿寺镇,1
17777,沙溪街道,1
17778,铜山街道办事处,1
17779,乔官镇,1
17780,泸阳镇,1
17781,符草楼镇,1
17782,周村镇,1
17783,古陶镇,1
17784,小陈乡,0
17785,宽邦镇,1
17786,泉子街镇,1
17787,洮坪镇,1
17788,黄丹镇,1
17789,戴庙镇,1
17790,冯村乡,0
17791,龙潭镇,1
17792,徐杨街道办事处,1
17793,明义镇,1
17794,海南朝鲜族乡,0
17795,普基镇,1
17796,木门镇,1
17797,江阴镇,1
17798,富加镇,1
17799,白地乡,0
17800,人和乡,0
17801,珠固乡,0
17802,环通乡,0
17803,治平乡,0
17804,官垱镇,1
17805,文城镇,1
17806,智凤街道办事处,1
17807,上义镇,1
17808,吴城镇,1
17809,武安镇,1
17810,空壳树乡,0
17811,中馆驿镇,1
17812,魏岗镇,1
17813,大河乡,0
17814,八一乡,0
17815,士英街道办事处,1
17816,向阳乡,0
17817,方塌镇,1
17818,金龙镇,1
17819,木塘垸镇,1
17820,长滩镇,1
17821,镇子镇,1
17822,涌兴镇,1
17823,拉根乡,0
17824,浮山镇,1
17825,苏村镇,1
17826,驻操营镇,1
17827,乐桥镇,1
17828,黄坝乡,0
17829,正红镇,1
17830,和孝镇,1
17831,三塔镇,1
17832,舒庄镇,1
17833,长兴路街道办事处,1
17834,北小营镇,1
17835,泗村店镇,1
17836,龙田乡,0
17837,北景港镇,1
17838,清华镇,1
17839,恩城镇,1
17840,万胜镇,1
17841,刘洞镇,1
17842,康勒乡,0
17843,丹水镇,1
17844,西菜园办事处,1
17845,千斤沟镇,1
17846,松南乡,0
17847,东二营镇,1
17848,大营镇,1
17849,杨文街道办事处,1
17850,龙华乡,0
17851,尼雅乡,0
17852,石牌镇,1
17853,东茗乡,0
17854,龙江乡,0
17855,千工坪镇,1
17856,九庄镇,1
17857,黑林镇,1
17858,坎布拉镇,1
17859,澄江镇,1
17860,柏埔镇,1
17861,西马峰镇,1
17862,甘浚镇,1
17863,万东镇,1
17864,小官庄镇,1
17865,达维镇,1
17866,龙场镇,1
17867,三里乡,0
17868,罗波镇,1
17869,高公镇,1
17870,雁石镇,1
17871,兰阳街道办事处,1
17872,百尺竿镇,1
17873,南公营子镇,1
17874,洋河镇,1
17875,白坪街道办事处,1
17876,土主镇,1
17877,寿王坟镇,1
17878,青河镇,1
17879,那诺乡,0
17880,鲁贡镇,1
17881,卢河镇,1
17882,肖家庄镇,1
17883,三青山镇,1
17884,阿须镇,1
17885,禾木哈纳斯蒙古民族乡,0
17886,奕棋镇,1
17887,桐村镇,1
17888,新地乡,0
17889,龙冈镇,1
17890,沙龙镇,1
17891,渠口镇,1
17892,必背镇,1
17893,陈桥镇,1
17894,花山乡,0
17895,新蒲街道办事处,1
17896,横水镇,1
17897,白庄乡,0
17898,连城镇,1
17899,长岗镇,1
17900,铁西街道办事处,1
17901,云仙彝族乡,0
17902,谢集镇,1
17903,昌城镇,1
17904,临洺关镇,1
17905,福录乡,0
17906,施家镇,1
17907,长春镇,1
17908,砖井镇,1
17909,街子镇,1
17910,新田乡,0
17911,安邦乡,0
17912,沙子坡镇,1
17913,美湖镇,1
17914,学张乡,0
17915,松林镇,1
17916,南胜镇,1
17917,三溪镇,1
17918,桥陵镇,1
17919,麻当镇,1
17920,谷硐镇,1
17921,晋熙镇,1
17922,旺甫镇,1
17923,龙王镇,1
17924,马集镇,1
17925,高辛镇,1
17926,白马乡,0
17927,安良镇,1
17928,东城街道,1
17929,曹洼乡,0
17930,汤坑镇,1
17931,操场乡,0
17932,双槐树乡,0
17933,大同镇,1
17934,平田乡,0
17935,云岭乡,0
17936,马河乡,0
17937,塌山乡,0
17938,普安乡,0
17939,铁热木镇,1
17940,铁清镇,1
17941,南溪镇,1
17942,永温镇,1
17943,黄集镇,1
17944,大阳镇,1
17945,舒安街道办事处,1
17946,三义寨乡,0
17947,云山镇,1
17948,万宝乡,0
17949,姆乡,0
17950,程村镇,1
17951,龙昌镇,1
17952,李兴镇,1
17953,官路镇,1
17954,金湖乡,0
17955,永春镇,1
17956,尔林兔镇,1
17957,麻扎乡,0
17958,净潭乡,0
17959,三更罗镇,1
17960,杨家湾镇,1
17961,梁集镇,1
17962,安头乡,0
17963,官林镇,1
17964,马兰庄镇,1
17965,南屏镇,1
17966,度尾镇,1
17967,马营庄乡,0
17968,陶庙镇,1
17969,东嘎镇,1
17970,义门镇,1
17971,王店镇,1
17972,乃林镇,1
17973,金塘镇,1
17974,巴格托格拉克乡,0
17975,皋落乡,0
17976,塔秀乡,0
17977,梅花乡,0
17978,建南镇,1
17979,张巷镇,1
17980,高峰镇,1
17981,桑田镇,1
17982,泗门镇,1
17983,瓦亭镇,1
17984,排头乡,0
17985,干河陈街道,1
17986,柯柯镇,1
17987,伏家镇,1
17988,大冶镇,1
17989,下河乡,0
17990,波戈溪乡,0
17991,大洋洲镇,1
17992,门当乡,0
17993,元厚镇,1
17994,腰店镇,1
17995,沙陂镇,1
17996,平武镇,1
17997,瓮溪镇,1
17998,和庄镇,1
17999,洋渡镇,1
18000,杜庄乡,0
18001,杨庄户乡,0
18002,天穆镇,1
18003,双河彝族乡,0
18004,石城镇,1
18005,三教镇,1
18006,乌兰再格森乡,0
18007,崔家峪镇,1
18008,长湖乡,0
18009,四合永镇,1
18010,海楼镇,1
18011,李屯镇,1
18012,铁日木乡,0
18013,菖蒲乡,0
18014,棣丰街道办事处,1
18015,宝拉根陶海苏木,0
18016,陌南镇,1
18017,天堂山办事处,1
18018,鸡场镇,1
18019,黎阳街道办事处,1
18020,张庄寨镇,1
18021,龙凤镇,1
18022,火马冲镇,1
18023,留守营镇,1
18024,龙凤镇,1
18025,郑庄镇,1
18026,石灰窑乡,0
18027,游家镇,1
18028,水江镇,1
18029,张村乡,0
18030,大邓乡,0
18031,兰草镇,1
18032,韩集镇,1
18033,勐库镇,1
18034,商店镇,1
18035,杨林乡,0
18036,静边镇,1
18037,水口乡,0
18038,王官屯镇,1
18039,衙前乡,0
18040,大册营镇,1
18041,安兴镇,1
18042,徐家坪镇,1
18043,吉家庄镇,1
18044,瓮洞镇,1
18045,新市镇,1
18046,康乐镇,1
18047,岭洋乡,0
18048,后塘瑶族乡,0
18049,兴泾镇,1
18050,额穆镇,1
18051,灵地乡,0
18052,冯村镇,1
18053,二堡镇,1
18054,江孜镇,1
18055,鲁础营回族乡,0
18056,三店街道办事处,1
18057,者浪乡,0
18058,双龙镇,1
18059,新街镇,1
18060,福田乡,0
18061,运漕镇,1
18062,蛟潭镇,1
18063,惠环街道办事处,1
18064,北苏镇,1
18065,邦丙乡,0
18066,永坪镇,1
18067,圣城街道办事处,1
18068,光坡镇,1
18069,南杂木镇,1
18070,忠义乡,0
18071,蒲麻镇,1
18072,红格镇,1
18073,静游镇,1
18074,咸丰路街道办事处,1
18075,达地水族乡,0
18076,建昌营镇,1
18077,关口镇,1
18078,赵北乡,0
18079,木协乡,0
18080,石堤镇,1
18081,雅曲乡,0
18082,要庄乡,0
