ID,乡镇级,Rural
18083,富邦乡,0
18084,娘娘庙乡,0
18085,西平坡满族乡,0
18086,澄江镇,1
18087,新阳镇,1
18088,高虹镇,1
18089,博爱县月山镇,1
18090,蒿咀铺乡,0
18091,太山镇,1
18092,鱼峰乡,0
18093,兆雅镇,1
18094,花岩溪林场,0
18095,锦山镇,1
18096,增田镇,1
18097,海子镇,1
18098,黄土镇,1
18099,高桥乡,0
18100,八尺镇,1
18101,山店乡,0
18102,勐省镇,1
18103,安流镇,1
18104,中寨镇,1
18105,瓦窝镇,1
18106,清风店镇,1
18107,崇兴镇,1
18108,五马镇,1
18109,新安镇,1
18110,洪水镇,1
18111,北五岔镇,1
18112,杨梓镇,1
18113,普乐堡镇,1
18114,渤海镇,1
18115,邓家乡,0
18116,王官集镇,1
18117,二塘乡,0
18118,石孔乡,0
18119,安云乡,0
18120,前岗乡,0
18121,唐官屯镇,1
18122,拉西瓦镇,1
18123,观庙镇,1
18124,和平土家族侗族乡,0
18125,合阳城街道办事处,1
18126,放珠镇,1
18127,杨柳雪镇,1
18128,上射雁庄乡,0
18129,小溪市乡,0
18130,龙湖镇,1
18131,坦渡镇,1
18132,四面山镇,1
18133,李营街道办事处,1
18134,北塬镇,1
18135,卧龙寺街道办事处,1
18136,光华镇,1
18137,岔口乡,0
18138,青年农场,0
18139,沐爱镇,1
18140,清水塘街道,1
18141,梅山镇,1
18142,江陵镇,1
18143,灵兴镇,1
18144,芒信镇,1
18145,卷硐镇,1
18146,桃坑乡,0
18147,苏坊镇,1
18148,西城镇,1
18149,倒水镇,1
18150,桃墟镇,1
18151,龙正镇,1
18152,大坪乡,0
18153,常屯乡,0
18154,苏力德苏木乡,0
18155,乌力吉木仁苏木乡,0
18156,官陂镇,1
18157,新县镇,1
18158,潇浦镇,1
18159,水泉乡,0
18160,花庄镇,1
18161,平岗镇,1
18162,青石镇,1
18163,万安镇,1
18164,郑家镇,1
18165,黄腊布依族苗族乡,0
18166,城川镇,1
18167,长庆镇,1
18168,绒辖乡,0
18169,新寺镇,1
18170,新坍镇,1
18171,水东街道,1
18172,双河镇,1
18173,阳逻街道办事处,1
18174,石头河子镇,1
18175,崔家头镇,1
18176,周庄镇,1
18177,小岳寺乡,0
18178,岭路乡,0
18179,南坪镇,1
18180,芒达乡,0
18181,平山湖蒙古族乡,0
18182,青树嘴镇,1
18183,继光镇,1
18184,西陵镇,1
18185,曲周镇,1
18186,红石砬子镇,1
18187,腰坨子乡,0
18188,吴家营街道办事处,1
18189,两水苗族乡,0
18190,中峰乡,0
18191,镇圩瑶族乡,0
18192,麻乍镇,1
18193,刘寨镇,1
18194,碑格乡,0
18195,沙后所满族镇,1
18196,绿杨乡,0
18197,茨营子乡,0
18198,蒙泉镇,1
18199,和谦镇,1
18200,李桥回族镇,1
18201,湾里乡,0
18202,灵峰镇,1
18203,大具乡,0
18204,大甸镇,1
18205,石璜镇,1
18206,洪阳镇,1
18207,西付集乡,0
18208,保安乡,0
18209,付店镇,1
18210,黑城乡,0
18211,西水界乡,0
18212,四海店镇,1
18213,石新镇,1
18214,三江镇,1
18215,石花镇,1
18216,天场镇,1
18217,秀钟乡,0
18218,槐树湾乡,0
18219,下楼镇,1
18220,戴坊镇,1
18221,梧桐树乡,0
18222,湖美乡,0
18223,永堌镇,1
18224,邦均镇,1
18225,梁原乡,0
18226,郑旗乡,0
18227,胜天镇,1
18228,沙金乡,0
18229,杨庄乡,0
18230,新枫街道,1
18231,交界街道办事处,1
18232,金华乡,0
18233,温塘镇,1
18234,兴蒙蒙古族乡,0
18235,杨桥镇,1
18236,温泉乡,0
18237,燕子墩乡,0
18238,古北口镇,1
18239,彭新镇,1
18240,秩堂镇,1
18241,乌拉斯台镇,1
18242,达布达尔乡,0
18243,央隆乡,0
18244,坝羊镇,1
18245,瓦西乡,0
18246,红崖子沟乡,0
18247,黄北坪乡,0
18248,泾口乡,0
18249,坪市乡,0
18250,索雄乡,0
18251,大石镇,1
18252,玉岩镇,1
18253,可可托海镇,1
18254,斑竹垱镇,1
18255,黎家坪镇,1
18256,濠城镇,1
18257,龙洞镇,1
18258,马头镇,1
18259,东源镇,1
18260,沙地乡,0
18261,大湾镇,1
18262,仁和镇,1
18263,史家寨乡,0
18264,北营房镇,1
18265,民和镇,1
18266,龙口镇,1
18267,尤吉屯乡,0
18268,巴达尔胡镇,1
18269,龚场镇,1
18270,板场镇,1
18271,晏北街道办事处,1
18272,青川乡,0
18273,寨岗镇,1
18274,白公街道办事处,1
18275,裴圩镇,1
18276,曲登乡,0
18277,千户镇,1
18278,杨楼镇,1
18279,期纳镇,1
18280,南桥镇,1
18281,常坟镇,1
18282,汲滩镇,1
18283,金岭镇,1
18284,武安镇,1
18285,荻港镇,1
18286,星火乡,0
18287,金石镇,1
18288,茅坪场镇,1
18289,宜东镇,1
18290,尚堂镇,1
18291,南桥街道,1
18292,九和镇,1
18293,三桷桠乡,0
18294,三家镇,1
18295,海洋岛镇,1
18296,后柳镇,1
18297,何元乡,0
18298,珠街彝族乡,0
18299,鸿茅镇,1
18300,坡心镇,1
18301,兰溪瑶族乡,0
18302,咸村镇,1
18303,茅岩河镇,1
18304,双才镇,1
18305,七贤镇,1
18306,龙场镇,1
18307,路桥乡,0
18308,庙坝镇,1
18309,桥楼乡,0
18310,五常镇,1
18311,八五九农场,0
18312,六祖镇,1
18313,文庙街道办事处,1
18314,纯化镇,1
18315,来龙乡,0
18316,江洪镇,1
18317,萱洲镇,1
18318,交口河镇,1
18319,新平堡镇,1
18320,聂拉木镇,1
18321,泥溪镇,1
18322,薛湖镇,1
18323,王兰庄镇,1
18324,王集镇,1
18325,亳城镇,1
18326,巴仑台镇,1
18327,朱台镇,1
18328,德顺蒙古族乡,0
18329,澧澹街道办事处,1
18330,新洲镇,1
18331,旧寨乡,0
18332,岱海镇,1
18333,永乐镇,1
18334,平政镇,1
18335,陈庄镇,1
18336,岚下乡,0
18337,莲花镇,1
18338,桧溪镇,1
18339,龙南乡,0
18340,乌峰街道办事处,1
18341,则克台镇,1
18342,贡久布乡,0
18343,水堡镇,1
18344,大严备乡,0
18345,胜丰镇,1
18346,法脿镇,1
18347,黄口镇,1
18348,童坊镇,1
18349,肇兴镇,1
18350,夜郎镇,1
18351,柯寨镇,1
18352,哈达阳镇,1
18353,马白镇,1
18354,古竹镇,1
18355,大湾镇,1
18356,范庄镇,1
18357,红庆河镇,1
18358,大营街道办事处,1
18359,流渡镇,1
18360,虎岗镇,1
18361,鄂坪乡,0
18362,南麻街道办事处,1
18363,宝光街道,1
18364,黄沙河镇,1
18365,永安镇,1
18366,后港镇,1
18367,丁村乡,0
18368,羊头镇,1
18369,溪南镇,1
18370,镇子梁乡,0
18371,紫荆镇,1
18372,云兴镇,1
18373,平定镇,1
18374,渠东街道办事处,1
18375,东双沟镇,1
18376,水台镇,1
18377,王集乡,0
18378,洋泉镇,1
18379,罗坝镇,1
18380,寒亭镇,1
18381,直埠镇,1
18382,昭化镇,1
18383,梁村镇,1
18384,临江镇,1
18385,城关镇,1
18386,古城镇,1
18387,银江镇,1
18388,鲊埠回族乡,0
18389,昌州街道办事处,1
18390,禾云镇,1
18391,汇湾镇,1
18392,北郊镇,1
18393,汛桥镇,1
18394,黄岗镇,1
18395,株木山街道,1
18396,黑塔镇,1
18397,鲖城镇,1
18398,狮寨镇,1
18399,旧州镇,1
18400,曹里乡,0
18401,尹集镇,1
18402,武篆镇,1
18403,服先镇,1
18404,枫木镇,1
18405,汉阳镇,1
18406,马泗乡,0
18407,铜鼓镇,1
18408,霞关镇,1
18409,上庄乡,0
18410,喂马乡,0
18411,高台镇,1
18412,苏留庄镇,1
18413,巴仁镇,1
18414,土门镇,1
18415,大化镇,1
18416,上垟乡,0
18417,艾亭镇,1
18418,下管镇,1
18419,梅江镇,1
18420,白银纳鄂伦春族民族乡,0
18421,大店镇,1
18422,大盛镇,1
18423,峨堡镇,1
18424,南董镇,1
18425,翰章乡,0
18426,湾沟镇,1
18427,范岗镇,1
18428,旧县镇,1
18429,普惠乡,0
18430,皇木镇,1
18431,格日勒敖都苏木,0
18432,偏桥子镇,1
18433,石家湾镇,1
18434,九华乡,0
18435,劳动镇,1
18436,江东乡,0
18437,沙河镇,1
18438,莫莫格蒙古族乡,0
18439,有庆镇,1
18440,甘泉镇,1
18441,胡家镇,1
18442,梁山街道办事处,1
18443,利民乡,0
18444,敬信镇,1
18445,迎春镇,1
18446,阿旺镇,1
18447,龙女镇,1
18448,脉旺镇,1
18449,查理乡,0
18450,梅水乡,0
18451,赤岗镇,1
18452,西彭镇,1
18453,下寨镇,1
18454,獐獏乡,0
18455,夏家营镇,1
18456,邢塘街道办事处,1
18457,别桥镇,1
18458,唐汪镇,1
18459,城关街道办事处,1
18460,古学乡,0
18461,高川镇,1
18462,仁德街道办事处,1
18463,源泉镇,1
18464,白依乡,0
18465,老厂乡,0
18466,松山街道办事处,1
18467,徐家河乡,0
18468,高埔镇,1
18469,包公庙乡,0
18470,杏岭镇,1
18471,林源镇,1
18472,北镇街道办事处,1
18473,薛录镇,1
18474,榆树镇,1
18475,新集镇,1
18476,甘棠镇,1
18477,保和瑶族乡,0
18478,文峰街道,1
18479,营里镇,1
18480,紫薇大道街道办事处,1
18481,长征镇,1
18482,南沙河镇,1
18483,新地乡,0
18484,登云镇,1
18485,鄞江镇,1
18486,坛厂街道办事处,1
18487,吐沙拉镇,1
18488,青坪镇,1
18489,鲁河乡,0
18490,柳格镇,1
18491,沙道沟镇,1
18492,盖孜力克镇,1
18493,长梁乡,0
18494,夔门街道办事处,1
18495,繁阳镇,1
18496,伯延镇,1
18497,广陵镇,1
18498,良坊镇,1
18499,三道镇,1
18500,葛城街道办事处,1
18501,曩宋阿昌族乡,0
18502,白水镇,1
18503,光辉镇,1
18504,庆云堡镇,1
18505,何市镇,1
18506,黄坦镇,1
18507,沙河乡,0
18508,黄湾镇,1
18509,柘木乡,0
18510,水槎乡,0
18511,庞村镇,1
18512,大岗镇,1
18513,朱口镇,1
18514,二道湾子蒙古族乡,0
18515,叶坪乡,0
18516,大石岭乡,0
18517,黄泽镇,1
18518,缸窑镇,1
18519,八盖乡,0
18520,香坊乡,0
18521,习家店镇,1
18522,大河路街道办事处,1
18523,大豫镇,1
18524,王屯乡,0
18525,三合乡,0
18526,四青街道办事处,1
18527,双江镇,1
18528,马场镇,1
18529,小营满族乡,0
18530,景阳乡,0
18531,孙各庄乡,0
18532,索镇街道办事处,1
18533,汜水镇,1
18534,大同镇,1
18535,大巴镇,1
18536,二龙山镇,1
18537,洋河镇,1
18538,仲莎乡,0
18539,崇皇街道办事处,1
18540,阿勒腾乡,0
18541,白石镇,1
18542,三石镇,1
18543,夏庄镇,1
18544,鲇鱼须镇,1
18545,敬亭山街道办事处,1
18546,李畋镇,1
18547,安家坡乡,0
18548,三圣乡,0
18549,东庄镇,1
18550,青龙镇,1
18551,那么切乡,0
18552,永兴镇,1
18553,瓦屋塘镇,1
18554,铜厂乡,0
18555,白廊镇,1
18556,长沙干马乡,0
18557,玉皇乡,0
18558,万庄镇,1
18559,共乐镇,1
18560,城关镇,1
18561,大马村乡,0
18562,兴隆镇,1
18563,水湾镇,1
18564,黄泥洼镇,1
18565,愉群翁回族乡,0
18566,忠玉乡,0
18567,上海庙镇,1
18568,连庄镇,1
18569,红杨镇,1
18570,连州镇,1
18571,郑村镇,1
18572,张山子镇,1
18573,高朗乡,0
18574,五龙街道办事处,1
18575,夏宜瑶族乡,0
18576,大洼镇,1
18577,桐山街道,1
18578,黄羊城镇,1
18579,马路彝族苗族乡,0
18580,中和镇,1
18581,怒溪镇,1
18582,项店镇,1
18583,柳树镇,1
18584,王皮溜镇,1
18585,王辇庄乡,0
18586,牛牛坝乡,0
18587,南关街道办事处,1
18588,琴江镇,1
18589,濮阳县海通乡,0
18590,蔡家岗镇,1
18591,蒲上镇,1
18592,张范街道办事处,1
18593,洋青镇,1
18594,马鬃苗族乡,0
18595,新厂镇,1
18596,查干哈达苏木,0
18597,洑口乡,0
18598,里洞镇,1
18599,龙涓乡,0
18600,洛市镇,1
18601,龙华镇,1
18602,油麻镇,1
18603,小坝子镇,1
18604,思茅港镇,1
18605,黄沙铺镇,1
18606,水池铺乡,0
18607,肖良乡,0
18608,司桥乡,0
18609,涧口乡,0
18610,阳日镇,1
18611,松源街道,1
18612,山庄乡,0
18613,长坪瑶族乡,0
18614,黄流镇,1
18615,丰山乡,0
18616,潭头镇,1
18617,龙江镇,1
18618,通远街道办事处,1
18619,大伦镇,1
18620,野钟苗族彝族布依族乡,0
18621,湾丘彝族乡,0
18622,定水镇,1
18623,麻米乡,0
18624,潘集镇,1
18625,仁宫乡,0
18626,小溪河镇,1
18627,道墟街道,1
18628,鸣皋镇,1
18629,三道沟镇,1
18630,河口镇,1
18631,金店镇,1
18632,豫灵镇,1
18633,大关镇,1
18634,平都镇,1
18635,石公桥镇,1
18636,碾张乡,0
18637,顺河镇,1
18638,回澜镇,1
18639,龙门镇,1
18640,牙衣河乡,0
18641,镇龙镇,1
18642,马槽乡,0
18643,安阳乡,0
18644,黑堡乡,0
18645,兴开街道,1
18646,杨谈乡,0
18647,辉腾锡勒园区管理委员会,1
18648,黄莲乡,0
18649,蒲城街道办事处,1
18650,碛口镇,1
18651,大塘镇,1
18652,红星镇,1
18653,万家乡,0
18654,英买力镇,1
18655,范坝镇,1
18656,碧峰峡镇,1
18657,东郊镇,1
18658,搬口办事处,1
18659,坝底乡,0
18660,瑞昌市大德山林场,0
18661,月照乡,0
18662,补隆淖镇,1
18663,街子镇,1
18664,桂山镇,1
18665,灵秀镇,1
18666,白塔寺乡,0
18667,燕格柏乡,0
18668,水江镇,1
18669,兴安镇,1
18670,广阳镇,1
18671,张厝乡,0
18672,广华办事处,1
18673,清河镇,1
18674,船埔镇,1
18675,镇南乡,0
18676,关兴镇,1
18677,云台镇,1
18678,红旗乡,0
18679,古河镇,1
18680,白塔子镇,1
18681,大青沟镇,1
18682,城关乡,0
18683,八面山瑶族乡,0
18684,富源乡,0
18685,汶村镇,1
18686,黄铺镇,1
18687,金竹乡,0
18688,若水镇,1
18689,方元镇,1
18690,许衡街道办事处,1
18691,高崖乡,0
18692,王庄堡镇,1
18693,共青团镇,1
18694,孛畈镇,1
18695,陈大镇,1
18696,许河乡,0
18697,米场镇,1
18698,太平镇,1
18699,石西乡,0
18700,张果屯镇,1
18701,岩瑞镇,1
18702,大田坝镇,1
18703,南圣镇,1
18704,枸乃甸乡,0
18705,贺疃镇,1
18706,赵川镇,1
18707,下辛店镇,1
18708,仓上镇,1
18709,孟河镇,1
18710,曹村镇,1
18711,印庄乡,0
18712,磁山镇,1
18713,大伦镇,1
18714,柳卓乡,0
18715,欧拉秀玛乡,0
18716,观音店乡,0
18717,乔屯乡,0
18718,贝墩镇,1
18719,武乡镇,0
18720,洗溪镇,1
18721,响水河子乡,0
18722,那梭镇,1
18723,梅子垭镇,1
18724,黄墩镇,1
18725,凤凰镇,1
18726,东四街道办事处,1
18727,白岭镇,1
18728,锦界镇,1
18729,新圩镇,1
18730,江根乡,0
18731,柳毛乡,0
18732,尚干镇,1
18733,隘口乡,0
18734,官路镇,1
18735,拉法街道办事处,1
18736,庙上乡,0
18737,孙镇,1
18738,先锋镇,1
18739,梅溪镇,1
18740,东岸乡,0
18741,郭家屯镇,1
18742,适中镇,1
18743,白海子镇,1
18744,古阳镇,1
18745,中益乡,0
18746,新华路街道,1
18747,景山镇,1
18748,金鹅街道办事处,1
18749,东城街道办事处,1
18750,药山镇,1
18751,东华镇,1
18752,巴彦乌兰苏木,0
18753,岔河镇,1
18754,华阳镇,1
18755,新市镇,1
18756,城关镇,1
18757,石板镇,1
18758,铧尖镇,1
18759,店头镇,1
18760,五女店镇,1
18761,金灶镇,1
18762,阿克恰勒乡,0
18763,东岗镇,1
18764,岩泊渡镇,1
18765,马江镇,1
18766,纳林陶亥镇,1
18767,宝珠镇,1
18768,棕坪乡,0
18769,正莫镇,1
18770,朱桥乡,0
18771,白地市镇,1
18772,劳店镇,1
18773,扎塘镇,1
18774,中华路街道办事处,1
18775,喀拉克尔乡,0
18776,安荣乡,0
18777,水洼乡,0
18778,蚣坝镇,1
18779,延陵镇,1
18780,永汉镇,1
18781,古县乡,0
18782,高滩镇,1
18783,鲁史镇,1
18784,万佛湖镇,1
18785,洋北镇,1
18786,麒麟苗族乡,0
18787,王村乡,0
18788,河北乡,0
18789,松柏镇,1
18790,黄沙腰镇,1
18791,列屿镇,1
18792,娄村镇,1
18793,青冈镇,1
18794,野马川镇,1
18795,肇州镇,1
18796,正和镇,1
18797,滚贝侗族乡,0
18798,泉掌镇,1
18799,欢喜乡,0
18800,谷陇镇,1
18801,达前乡,0
18802,屿头乡,0
18803,新桥镇,1
18804,蒲池乡,0
18805,高亭司镇,1
18806,马铃布依族苗族乡,0
18807,乃则尔巴格镇,1
18808,松溉镇,1
18809,蔡家堡乡,0
18810,荆家庄乡,0
18811,林街乡,0
18812,西潘楼镇,1
18813,曲水镇,1
18814,沧港镇,1
18815,于村乡,0
18816,东兴乡,0
18817,北漳淮乡,0
18818,居力很镇,1
18819,同庆镇,1
18820,小圩壮族乡,0
18821,涛雒镇,1
18822,水源乡,0
18823,侯家镇,1
18824,大畈镇,1
18825,方城镇,1
18826,石哲镇,1
18827,陈集镇,1
18828,佛子山镇,1
18829,仙台镇,1
18830,神臂城镇,1
18831,才丰乡,0
18832,冯庄乡,0
18833,广平镇,1
18834,让字镇,1
18835,凤屯镇,1
18836,高峰镇,1
18837,新甸镇,1
18838,仁果乡,0
18839,谢集镇,1
18840,柘林镇,1
18841,王口镇,1
18842,季庄乡,0
18843,小蒜镇,1
18844,永嘉镇,1
18845,孙聚寨乡,0
18846,莫洛镇,1
18847,同安镇,1
18848,文川镇,1
18849,大石柱子乡,0
18850,章都乡,0
18851,范坑乡,0
18852,青松岭镇,1
18853,矮寨镇,1
18854,盐井乡,0
18855,上肥地满族镇,1
18856,张会亭乡,0
18857,横口乡,0
18858,富江乡,0
18859,甘泉街道,1
18860,扬溪镇,1
18861,黄泥堡乡,0
18862,庆宁乡,0
18863,常河营乡,0
18864,磨市镇,1
18865,三马坊乡,0
18866,渔山乡,0
18867,临盘街道办事处,1
18868,曹集乡,0
18869,西下营满族乡,0
18870,乌江镇,1
18871,大宛其农场,0
18872,绍水镇,1
18873,黄溪镇,1
18874,枸杞乡,0
18875,大榆树镇,1
18876,八圩瑶族乡,0
18877,高河街道办事处,1
18878,美里湖街道办事处,1
18879,其塔木镇,1
18880,安民乡,0
18881,王仙镇,1
18882,关文镇,1
18883,夏李乡,0
18884,穆云畲族乡,0
18885,西董街道办事处,1
18886,金城镇,1
18887,水车镇,1
18888,五十铺乡,0
18889,朱碌科镇,1
18890,新塬镇,1
18891,神坝镇,1
18892,坂仔镇,1
18893,得胜街道,1
18894,俞垛镇,1
18895,大店镇,1
18896,云红街道,1
18897,燕赵镇,1
18898,唐马镇,1
18899,蒲溪镇,1
18900,寻旺乡,0
18901,郭墅镇（澳洋工业园）,1
18902,晓阳镇,1
18903,三塘铺镇,1
18904,关庙镇,1
18905,白水镇,1
18906,阿勒腾席热镇,1
18907,万全镇,1
18908,泽国镇,1
18909,崀山镇,1
18910,新华街道办事处,1
18911,大湖镇,1
18912,土城子乡,0
18913,金滩镇,1
18914,北滩镇,1
18915,沧水铺镇,1
18916,曹甸镇,1
18917,卯都乡,0
18918,虬江街道,1
18919,大战乡,0
18920,奎牙镇,1
18921,城东街道,1
18922,吉乐乡,0
18923,塔石乡,0
18924,亮甲山乡,0
18925,红土乡,0
18926,江村乡,0
18927,荫子镇,1
18928,丁沟镇,1
18929,大窑街道办事处,1
18930,夹山镇,1
18931,凤新街道,1
18932,江口墟镇,1
18933,希里沟镇,1
18934,午井镇,1
18935,漫水滩乡,0
18936,大兴乡,0
18937,丰稔镇,1
18938,船寮镇,1
18939,普合苗族乡,0
18940,乔善乡,0
18941,南阳镇,1
18942,金山办事处,1
18943,平安镇,1
18944,甲良镇,1
18945,新宁镇,1
18946,永吉街道办事处,1
18947,一平浪镇,1
18948,江南镇,1
18949,小屯镇,1
18950,贾河乡,0
18951,泗孟乡,0
18952,向都镇,1
18953,李河镇,1
18954,倴城镇,1
18955,三里镇,1
18956,停洞镇,1
18957,南村乡,0
18958,石坑镇,1
18959,古龙镇,1
18960,悦城镇,1
18961,贺胜桥镇,1
18962,河口镇,1
18963,草林镇,1
18964,盐田河镇,1
18965,李堡镇,1
18966,蒙公镇,1
18967,岭口镇,1
18968,邵寨镇,1
18969,南陈乡,0
18970,靖位乡,0
18971,黄坊乡,0
18972,郭陆滩镇,1
18973,公桥乡,0
18974,坨南乡,0
18975,盐都街道办事处,1
18976,仙寓镇,1
18977,辛集镇,1
18978,东胜乡,0
18979,润河镇,1
18980,铺镇,1
18981,黄土岗镇,1
18982,生康乡,0
18983,巴河镇,1
18984,宏村镇,1
18985,老鹰山街道,1
18986,户部乡,0
18987,殷棚乡,0
18988,藏比乡,0
18989,西阳镇,1
18990,西山镇,1
18991,周口店地区办事处,1
18992,西郭城镇,1
18993,青山镇,1
18994,古魏镇,1
18995,尤店乡,0
18996,中涧河乡,0
18997,东卓宿镇,1
18998,谢庄镇,1
18999,东辛店镇,1
19000,长阳镇,1
19001,三界镇,1
19002,新场镇,1
19003,中潮镇,1
19004,图克镇,1
19005,南开苗族彝族乡,0
19006,马圩镇,1
19007,天王镇,1
19008,田庙乡,0
19009,滕家镇,1
19010,牛场布依族乡,0
19011,河北屯镇,1
19012,热市镇,1
19013,大安乡,0
19014,树人镇,1
19015,石堡镇,1
19016,宋家镇,1
19017,永和镇,1
19018,爱新色里镇,1
19019,善岱镇,1
19020,党寨镇,1
19021,土官镇,1
19022,梅花镇,1
19023,比德镇,1
19024,郭猛镇,1
19025,待王街道办事处,1
19026,郊区乡,0
19027,张家山镇,1
19028,英也尔乡,0
19029,大白登镇,1
19030,陵头镇,1
19031,佛崖镇,1
19032,牙屯堡镇,1
19033,陈场镇,1
19034,荆西街道,1
19035,李新店镇,1
19036,龙江镇,1
19037,看庄镇,1
19038,金坑乡,0
19039,南张街道办事处,1
19040,古林箐乡,0
19041,龙泉寺镇,1
19042,八美镇,1
19043,峪口地区办事处,1
19044,五龙镇,1
